Category,Tag,Repository,Stars,Language,Link,Description (EN),Description (RU)
LOW_LEVEL,embedded,u-root,3009,Go,https://github.com/u-root/u-root,A fully Go userland with Linux bootloaders! u-root can create a one-binary root file system (initramfs) containing a busybox-like set of tools written in Go.,"Полностью пользовательская среда Go с загрузчиками Linux! u-root может создать однодвоичную корневую файловую систему (initramfs), содержащую набор инструментов, похожий на busybox, написанный на Go."
ROBOTICS,robotics,openvslam,2984,Multi,https://github.com/xdspacelab/openvslam,OpenVSLAM: A Versatile Visual SLAM Framework,OpenVSLAM: универсальная платформа визуального SLAM
LOW_LEVEL,kernel,HackSysExtremeVulnerableDriver,2979,C,https://github.com/hacksysteam/HackSysExtremeVulnerableDriver,HackSys Extreme Vulnerable Driver (HEVD) - Windows & Linux,HackSys Extreme Vulnerable Driver (HEVD) — Windows и Linux
LOW_LEVEL,embedded,printf,2969,C,https://github.com/mpaland/printf,"Tiny, fast, non-dependent and fully loaded printf implementation for embedded systems. Extensive test suite passing.","Маленькая, быстрая, независимая и полностью загруженная реализация printf для встраиваемых систем. Прохождение обширного набора тестов."
LOW_LEVEL,assembly,avo,2958,Go,https://github.com/mmcloughlin/avo,Generate x86 Assembly with Go,Создать сборку x86 с помощью Go
LOW_LEVEL,kernel,skift,2950,C++,https://github.com/skift-org/skift,🥑 A modern delightful operating system (mirror),🥑 Современная восхитительная операционная система (зеркало)
LOW_LEVEL,embedded,etl,2946,C++,https://github.com/ETLCPP/etl,Embedded Template Library,Встроенная библиотека шаблонов
ROBOTICS,robotics,habitat-lab,2929,Python,https://github.com/facebookresearch/habitat-lab,A modular high-level library to train embodied AI agents across a variety of tasks and environments.,Модульная библиотека высокого уровня для обучения встроенных агентов искусственного интеллекта выполнению различных задач и сред.
LOW_LEVEL,embedded,tio,2877,C,https://github.com/tio/tio,A serial device I/O tool,Инструмент ввода-вывода последовательного устройства
LOW_LEVEL,fpga,cva6,2873,Assembly,https://github.com/openhwgroup/cva6,"The CORE-V CVA6 is a highly configurable, 6-stage RISC-V core for both application and embedded applications. Application class configurations are capable of booting Linux.","CORE-V CVA6 — это шестиступенчатое ядро ​​RISC-V с широкими возможностями настройки как для прикладных, так и для встроенных приложений. Конфигурации классов приложений способны загружать Linux."
ROBOTICS,robotics,awesome-robotics-libraries,2861,Python,https://github.com/jslee02/awesome-robotics-libraries,:sunglasses: A curated list of robotics libraries and software,:sunglasses: Кураторский список библиотек и программного обеспечения для робототехники.
ROBOTICS,robotics,MASt3R-SLAM,2857,Python,https://github.com/rmurai0610/MASt3R-SLAM,[CVPR 2025] MASt3R-SLAM: Real-Time Dense SLAM with 3D Reconstruction Priors,[CVPR 2025] MASt3R-SLAM: Плотный SLAM в реальном времени с априорной 3D-реконструкцией
ROBOTICS,slam,maplab,2830,C++,https://github.com/ethz-asl/maplab,A Modular and Multi-Modal Mapping Framework,Модульная и мультимодальная структура картографии
ROBOTICS,robotics,open_vins,2828,C++,https://github.com/rpng/open_vins,An open source platform for visual-inertial navigation research.,Платформа с открытым исходным кодом для исследований в области визуально-инерциальной навигации.
LOW_LEVEL,kernel,awesome-game-security,2791,Python,https://github.com/gmh5225/awesome-game-security,awesome game security [Welcome to PR],потрясающая безопасность игры [Добро пожаловать в PR]
ROBOTICS,robotics,chrono,2791,C++,https://github.com/projectchrono/chrono,High-performance C++ library for multiphysics and multibody dynamics simulations,Высокопроизводительная библиотека C++ для мультифизического моделирования и моделирования динамики многих тел.
ROBOTICS,robotics,Fast-DDS,2770,C++,https://github.com/eProsima/Fast-DDS,The most complete DDS - Proven: Plenty of success cases. Looking for commercial support? Contact info@eprosima.com,Самый полный DDS. Проверено: множество успешных случаев. Ищете коммерческую поддержку? Контактная информация@eprosima.com
LOW_LEVEL,assembly,spring-boot-quick,2763,Java,https://github.com/vector4wang/spring-boot-quick,":herb: 基于springboot的快速学习示例,整合自己遇到的开源框架,如：rabbitmq(延迟队列)、Kafka、jpa、redies、oauth2、swagger、jsp、docker、k3s、k3d、k8s、mybatis加解密插件、异常处理、日志输出、多模块开发、多环境打包、缓存cache、爬虫、jwt、GraphQL、dubbo、zookeeper和Async等等:pushpin:",":herb: Основываясь на примерах быстрого обучения Springboot, интегрируйте платформы с открытым исходным кодом, с которыми вы сталкиваетесь, такие как: RabbitMQ (очередь задержки), Kafka, JPA, Redies, Oauth2, Swagger, JSP, Docker, K3s, K3d, K8s, Подключаемый модуль шифрования и дешифрования Mybatis, обработка исключений, вывод журнала, многомодульная разработка, упаковка в нескольких средах, кэш-кеш, сканер, jwt, GraphQL, dubbo, Zookeeper и Async и т. д.: кнопка:"
ROBOTICS,robotics,rl-baselines3-zoo,2760,Python,https://github.com/DLR-RM/rl-baselines3-zoo,"A training framework for Stable Baselines3 reinforcement learning agents, with hyperparameter optimization and pre-trained agents included.","Платформа обучения для агентов обучения с подкреплением Stable Baselines3, включая оптимизацию гиперпараметров и предварительно обученные агенты."
LOW_LEVEL,assembly,Computer-Science-Resources,2753,Multi,https://github.com/the-akira/Computer-Science-Resources,Collection of resources spanning key areas of Computer Science,"Сборник ресурсов, охватывающих ключевые области информатики."
ROBOTICS,slam,Recent_SLAM_Research,2746,Multi,https://github.com/YiChenCityU/Recent_SLAM_Research,Track Advancement of SLAM 跟踪SLAM前沿动态【2021 version】業務調整，暫停更新,Отслеживать развитие SLAM 跟踪SLAM前沿动态【версия 2021 года】業務調整，暫停更新
ROBOTICS,robotics,ManiSkill,2739,Python,https://github.com/haosulab/ManiSkill,"SAPIEN Manipulation Skill Framework, an open source GPU parallelized robotics simulator and benchmark","SAPIEN Manipulation Skill Framework, симулятор и тест робототехники с открытым исходным кодом, параллельный графическому процессору."
ROBOTICS,robotics,PAROL6-Desktop-robot-arm,2735,HTML,https://github.com/PCrnjak/PAROL6-Desktop-robot-arm,"BOM, STL files and instructions for PAROL6 3D printed robot arm","Файлы спецификации, STL и инструкции для 3D-печатной руки робота PAROL6"
UAV,flight-controller,Avem,2729,C,https://github.com/but0n/Avem,🚁 轻量级无人机飞控-[Drone]-[STM32]-[PID]-[BLDC],🚁 Управление полетом легкого дрона-[Дрон]-[STM32]-[PID]-[BLDC]
ROBOTICS,robotics,difftaichi,2720,Multi,https://github.com/taichi-dev/difftaichi,"10 differentiable physical simulators built with Taichi differentiable programming (DiffTaichi, ICLR 2020)","10 дифференцируемых физических симуляторов, созданных с использованием дифференцируемого программирования Тайчи (DiffTaichi, ICLR 2020)"
LOW_LEVEL,embedded,LibreELEC.tv,2719,Makefile,https://github.com/LibreELEC/LibreELEC.tv,Just enough OS for KODI,Достаточно ОС для KODI
LOW_LEVEL,embedded,cleanflight,2718,C,https://github.com/cleanflight/cleanflight,Clean-code version of the baseflight flight controller firmware,Версия прошивки базового полетного контроллера с чистым кодом
LOW_LEVEL,embedded,dittofeed,2712,TypeScript,https://github.com/dittofeed/dittofeed,"Open-source customer engagement. Automate transactional and marketing messages across email, SMS, mobile push, WhatsApp, Slack, and more 📨","Привлечение клиентов с открытым исходным кодом. Автоматизируйте транзакционные и маркетинговые сообщения по электронной почте, SMS, мобильным push-уведомлениям, WhatsApp, Slack и т. д. 📨"
ROBOTICS,ros,LeGO-LOAM,2709,C++,https://github.com/RobustFieldAutonomyLab/LeGO-LOAM,LeGO-LOAM: Lightweight and Ground-Optimized Lidar Odometry and Mapping on Variable Terrain,LeGO-LOAM: легкая и оптимизированная для наземных целей лидарная одометрия и картографирование на изменяющейся местности
ROBOTICS,robotics,OM1,2701,Python,https://github.com/OpenMind/OM1,Modular AI runtime for robots,Модульная среда выполнения искусственного интеллекта для роботов
LOW_LEVEL,embedded,DAPLink,2681,C,https://github.com/ARMmbed/DAPLink,,Нет описания.
LOW_LEVEL,os,campus_recruitmen_questions,2672,Multi,https://github.com/0voice/campus_recruitmen_questions,2021年最新整理，5000道秋招/提前批/春招/常用面试题（含答案），包括leetcode，校招笔试题，面试题，算法题，语法题。,"Последняя подборка в 2021 году, 5000 вопросов осеннего набора / раннего набора / весеннего набора / общих вопросов для собеседований (включая ответы), включая лит-код, письменные тестовые вопросы для набора в школу, вопросы для собеседования, вопросы по алгоритмам и вопросы по грамматике."
ROBOTICS,autonomous-vehicles,MotionPlanning,2671,Python,https://github.com/zhm-real/MotionPlanning,Motion planning algorithms commonly used on autonomous vehicles. (path planning + path tracking),"Алгоритмы планирования движения, обычно используемые в автономных транспортных средствах. (планирование пути + отслеживание пути)"
LOW_LEVEL,kernel,Windows-Kernel-Explorer,2663,Multi,https://github.com/AxtMueller/Windows-Kernel-Explorer,A free but powerful Windows kernel research tool.,"Бесплатный, но мощный инструмент исследования ядра Windows."
ROBOTICS,robotics,navigation,2629,C++,https://github.com/ros-planning/navigation,ROS Navigation stack.  Code for finding where the robot is and how it can get somewhere else.,"Стек навигации ROS.  Код для определения того, где находится робот и как он может попасть куда-то еще."
LOW_LEVEL,embedded,zenoh,2602,Rust,https://github.com/eclipse-zenoh/zenoh,"zenoh unifies data in motion, data in-use, data at rest and computations. It carefully blends traditional pub/sub with geo-distributed storages, queries and computations, while retaining a level of time and space efficiency that is well beyond any of the mainstream stacks.","zenoh объединяет данные в движении, используемые данные, данные в состоянии покоя и вычисления. Он тщательно сочетает традиционную публикацию/подписку с геораспределенными хранилищами, запросами и вычислениями, сохраняя при этом уровень эффективности времени и пространства, который значительно превосходит любой из основных стеков."
LOW_LEVEL,kernel,stress-ng,2578,C,https://github.com/ColinIanKing/stress-ng,This is the stress-ng upstream project git repository.  stress-ng will stress test a computer system in various selectable ways. It was designed to exercise various physical subsystems of a computer as well as the various operating system kernel interfaces. ,"Это git-репозиторий исходного проекта стресс-нг.  стресс-нг проведет стресс-тестирование компьютерной системы различными способами. Он был разработан для проверки различных физических подсистем компьютера, а также различных интерфейсов ядра операционной системы."
LOW_LEVEL,fpga,darkriscv,2522,Verilog,https://github.com/darklife/darkriscv,opensouce RISC-V cpu core implemented in Verilog from scratch in one night!,Ядро процессора opensouce RISC-V реализовано в Verilog с нуля за одну ночь!
LOW_LEVEL,os,ZimaOS,2511,Shell,https://github.com/IceWhaleTech/ZimaOS,"A Simplified, Focused and Open NAS OS_","Упрощенная, целенаправленная и открытая ОС NAS_"
ROBOTICS,ros,OpenSimpleLidar,2511,C,https://github.com/iliasam/OpenSimpleLidar,Open Source scanning laser rangefinder,Сканирующий лазерный дальномер с открытым исходным кодом
ROBOTICS,robotics,simbody,2510,C++,https://github.com/simbody/simbody,"High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical systems like vehicles, robots, and the human skeleton.","Высокопроизводительная библиотека динамики/физики многотельных тел C++ для моделирования сочлененных биомеханических и механических систем, таких как транспортные средства, роботы и человеческий скелет."
ROBOTICS,robot,StanfordDoggoProject,2510,Multi,https://github.com/Nate711/StanfordDoggoProject,"Stanford Doggo is an open source quadruped robot that jumps, flips, and trots!","Stanford Doggo — четвероногий робот с открытым исходным кодом, который прыгает, переворачивается и бегает!"
LOW_LEVEL,embedded,FlashDB,2507,C,https://github.com/armink/FlashDB,An ultra-lightweight database that supports key-value and time series data |  一款支持 KV 数据和时序数据的超轻量级数据库,"Сверхлегкая база данных, поддерживающая данные «ключ-значение» и временные ряды | Сверхлегкая база данных, поддерживающая данные KV и данные временных рядов."
ROBOTICS,ros,Unity-Robotics-Hub,2492,C#,https://github.com/Unity-Technologies/Unity-Robotics-Hub,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.","Центральный репозиторий инструментов, учебных пособий, ресурсов и документации для моделирования робототехники в Unity."
ROBOTICS,robot,HuixiangDou,2481,Python,https://github.com/InternLM/HuixiangDou,HuixiangDou: Overcoming Group Chat Scenarios with LLM-based Technical Assistance,HuixiangDou: преодоление сценариев группового чата с помощью технической помощи на основе LLM
LOW_LEVEL,embedded,nerves,2458,Elixir,https://github.com/nerves-project/nerves,Craft and deploy bulletproof embedded software in Elixir,Создавайте и внедряйте надежное встроенное программное обеспечение в Elixir
ROBOTICS,autonomous-vehicles,dig-into-apollo,2452,Multi,https://github.com/daohu527/dig-into-apollo,Apollo notes (Apollo学习笔记) - Apollo learning notes for beginners. ,Заметки Apollo (Обучающие заметки Apollo) - Обучающие заметки Apollo для начинающих.
ROBOTICS,robotics,opencog,2446,Scheme,https://github.com/opencog/opencog,A framework for integrated Artificial Intelligence & Artificial General Intelligence (AGI),Структура интегрированного искусственного интеллекта и общего искусственного интеллекта (AGI)
ROBOTICS,ros,simulator,2439,C#,https://github.com/lgsvl/simulator,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles,Симулятор мультиробота ROS/ROS2 для автономных транспортных средств
LOW_LEVEL,kernel,oryx,2433,Rust,https://github.com/pythops/oryx,🕵️‍♂️ TUI for sniffing network traffic using eBPF on Linux,🕵️‍♂️ TUI для перехвата сетевого трафика с использованием eBPF в Linux
LOW_LEVEL,kernel,xone,2428,C,https://github.com/medusalix/xone,Linux kernel driver for Xbox One and Xbox Series X|S accessories,Драйвер ядра Linux для аксессуаров Xbox One и Xbox Series X|S
ROBOTICS,robotics,AutonomousDrivingCookbook,2426,Jupyter Notebook,https://github.com/microsoft/AutonomousDrivingCookbook,"Scenarios, tutorials and demos for Autonomous Driving","Сценарии, руководства и демонстрации автономного вождения"
ROBOTICS,ros,darknet_ros,2425,C++,https://github.com/leggedrobotics/darknet_ros,YOLO ROS: Real-Time Object Detection for ROS,YOLO ROS: обнаружение объектов в реальном времени для ROS
ROBOTICS,ros,awesome-visual-slam,2412,Multi,https://github.com/tzutalin/awesome-visual-slam,":books: The list of vision-based SLAM / Visual Odometry open source, blogs, and papers",":books: Список SLAM/Visual Odometry с открытым исходным кодом, блогов и статей на основе зрения."
ROBOTICS,robotics,Sophus,2397,C++,https://github.com/strasdat/Sophus,C++ implementation of Lie Groups using Eigen.,Реализация групп Ли на C++ с использованием Eigen.
LOW_LEVEL,os,Mocreak,2390,Multi,https://github.com/OdysseusYuan/Mocreak,"Automatically downloads, installs, and deploys genuine Windows and Office with one click. This tool is completely free, ad-free, green, non-toxic, simple, efficient and safe.","Автоматически загружает, устанавливает и развертывает подлинные версии Windows и Office одним щелчком мыши. Этот инструмент абсолютно бесплатный, без рекламы, экологически чистый, нетоксичный, простой, эффективный и безопасный."
LOW_LEVEL,kernel,neural-tangents,2381,Jupyter Notebook,https://github.com/google/neural-tangents,Fast and Easy Infinite Neural Networks in Python,Быстрые и простые бесконечные нейронные сети на Python
ROBOTICS,slam,A-LOAM,2379,C++,https://github.com/HKUST-Aerial-Robotics/A-LOAM,Advanced implementation of LOAM,Расширенная реализация LOAM
ROBOTICS,slam,r3live,2370,C++,https://github.com/hku-mars/r3live,"A Robust, Real-time, RGB-colored, LiDAR-Inertial-Visual tightly-coupled state Estimation and mapping package","Надежный пакет LiDAR-Inertial-Visual, работающий в режиме реального времени, с цветовой RGB-подсветкой и тесно связанной системой оценки и картографирования состояний."
LOW_LEVEL,kernel,EfiGuard,2358,C++,https://github.com/Mattiwatti/EfiGuard,Disable PatchGuard and Driver Signature Enforcement at boot time,Отключите PatchGuard и проверку подписи драйверов во время загрузки.
ROBOTICS,autonomous-vehicles,awesome-autonomous-vehicles,2352,Multi,https://github.com/manfreddiaz/awesome-autonomous-vehicles,Curated List of Self-Driving Cars and Autonomous Vehicles Resources,Кураторский список ресурсов по беспилотным автомобилям и автономным транспортным средствам
ROBOTICS,robotics,robosuite,2332,Python,https://github.com/ARISE-Initiative/robosuite,robosuite: A Modular Simulation Framework and Benchmark for Robot Learning,robosuite: модульная среда моделирования и эталон для обучения роботов
LOW_LEVEL,kernel,eggos,2319,Go,https://github.com/icexin/eggos,A Go unikernel running on x86 bare metal,"Одноядерное ядро ​​Go, работающее на «голом железе» x86."
LOW_LEVEL,embedded,unqlite,2295,C,https://github.com/symisc/unqlite,"An Embedded NoSQL, Transactional Database Engine","Встроенный NoSQL, транзакционный механизм базы данных"
LOW_LEVEL,kernel,Nidhogg,2294,C++,https://github.com/Idov31/Nidhogg,"Windows rootkit for Intel x64 with 25+ features, demonstrating rootkit techniques compatible with all Windows 10 and Windows 11 versions.","Руткит Windows для Intel x64 с более чем 25 функциями, демонстрирующий методы работы с руткитами, совместимые со всеми версиями Windows 10 и Windows 11."
LOW_LEVEL,embedded,EasyFlash,2289,C,https://github.com/armink/EasyFlash,Lightweight IoT device information storage solution: KV/IAP/LOG. | 轻量级物联网设备信息存储方案：参数存储、在线升级及日志存储 ，全新一代版本请移步至 https://github.com/armink/FlashDB,"Легкое решение для хранения информации об устройствах Интернета вещей: KV/IAP/LOG. | Легкое решение для хранения информации об устройствах Интернета вещей: хранение параметров, онлайн-обновление и хранение журналов. Для версии нового поколения перейдите по адресу https://github.com/armink/FlashDB."
LOW_LEVEL,kernel,Diamorphine,2283,C,https://github.com/m0nad/Diamorphine,LKM rootkit for Linux Kernels 2.6.x/3.x/4.x/5.x/6.x (x86/x86_64 and ARM64),Руткит LKM для ядер Linux 2.6.x/3.x/4.x/5.x/6.x (x86/x86_64 и ARM64)
LOW_LEVEL,embedded,awesome-embedded-and-iot-security,2281,Multi,https://github.com/fkie-cad/awesome-embedded-and-iot-security,A curated list of awesome embedded and IoT security resources.,Кураторский список потрясающих ресурсов по встроенной безопасности и безопасности Интернета вещей.
ROBOTICS,slam,robotics_essentials_ros2,2261,C++,https://github.com/henki-robotics/robotics_essentials_ros2,Learn the basics of robotics through hands-on experience using ROS 2 and Gazebo simulation.,"Изучите основы робототехники на практике, используя ROS 2 и симуляцию Gazebo."
ROBOTICS,ros,hdl_graph_slam,2257,C++,https://github.com/koide3/hdl_graph_slam,3D LIDAR-based Graph SLAM,График SLAM на основе 3D-лидара
LOW_LEVEL,fpga,corundum,2246,Verilog,https://github.com/corundum/corundum,Open source FPGA-based NIC and platform for in-network compute,Сетевая плата на базе FPGA с открытым исходным кодом и платформа для внутрисетевых вычислений
ROBOTICS,slam,Navigation-Learning,2244,Multi,https://github.com/LiZhengXiao99/Navigation-Learning,我的导航算法学习笔记，内容涵盖导航定位开源程序的源码解读、开源项目梳理、书籍讲义、博客翻译、教程讲座推荐；所有内容都可以随意转载，原始文件都放在这里了，大家可以在我的基础上整理出自己的一些文档。（Tips：①主要是写给初学者，已经有基础的同学应该多看论文和代码，看我的笔记学不到啥；②仓库持续更新中，不建议 fork）,"Мои заметки по изучению алгоритма навигации охватывают интерпретацию исходного кода навигации и позиционирования программ с открытым исходным кодом, сортировку проектов с открытым исходным кодом, раздаточные материалы книг, переводы блогов и рекомендации учебных лекций; весь контент может быть воспроизведен по желанию, а оригинальные файлы размещены здесь. Вы можете систематизировать некоторые свои собственные документы на основе моей работы. (Советы: ① В основном написано для новичков. Студентам, которые уже имеют базовые знания, следует читать больше статей и кодов. Читая мои заметки, вы ничему не научитесь; ② Склад постоянно обновляется, разветвление не рекомендуется)"
ROBOTICS,robotics,TEASER-plusplus,2241,C++,https://github.com/MIT-SPARK/TEASER-plusplus,A fast and robust point cloud registration library,Быстрая и надежная библиотека регистрации облаков точек.
LOW_LEVEL,embedded,palanteer,2209,C++,https://github.com/dfeneyrou/palanteer,"Visual Python and C++ nanosecond profiler, logger, tests enabler","Наносекундный профилировщик Visual Python и C++, регистратор, средство включения тестов"
ROBOTICS,robotics,apriltag,2206,C,https://github.com/AprilRobotics/apriltag,AprilTag is a visual fiducial system popular for robotics research.,"AprilTag — это визуальная система координат, популярная в исследованиях в области робототехники."
UAV,uav,MissionPlanner,2205,C#,https://github.com/ArduPilot/MissionPlanner,Mission Planner Ground Control Station for ArduPilot (c# .net),Наземная станция управления планировщиком миссий для ArduPilot (c# .net)
ROBOTICS,robotics,champ,2199,C++,https://github.com/chvmp/champ,MIT Cheetah I Implementation,Реализация MIT Cheetah I
LOW_LEVEL,fpga,NyuziProcessor,2185,C,https://github.com/jbush001/NyuziProcessor,GPGPU microprocessor architecture,Архитектура микропроцессора GPGPU
ROBOTICS,robotics,CppRobotics,2184,C++,https://github.com/onlytailei/CppRobotics,"cpp implementation of robotics algorithms including localization, mapping, SLAM, path planning and control","cpp реализация алгоритмов робототехники, включая локализацию, картографирование, SLAM, планирование пути и контроль"
LOW_LEVEL,embedded,rune,2183,Rust,https://github.com/rune-rs/rune,An embeddable dynamic programming language for Rust.,Встраиваемый динамический язык программирования для Rust.
LOW_LEVEL,kernel,landrun,2169,Go,https://github.com/Zouuup/landrun,"Run any Linux process in a secure, unprivileged sandbox using Landlock. Think firejail, but lightweight, user-friendly, and baked into the kernel.","Запускайте любой процесс Linux в безопасной непривилегированной песочнице с помощью Landlock. Представьте себе Firejail, но легкий, удобный и встроенный в ядро."
LOW_LEVEL,kernel,cpp_backend_awsome_blog,2152,Multi,https://github.com/0voice/cpp_backend_awsome_blog,2023年最新整理 c++后端开发，1000篇优秀博文，含内存，网络，架构设计，高性能，数据结构，基础组件，中间件，分布式相关,"Последняя компиляция серверной разработки на C++ в 2023 году, 1000 отличных сообщений в блогах, включая память, сеть, проектирование архитектуры, высокую производительность, структуру данных, базовые компоненты, промежуточное программное обеспечение и распространение."
LOW_LEVEL,kernel,awesome-os,2143,Multi,https://github.com/jubalh/awesome-os,A list of operating systems and stuff,Список операционных систем и прочее
LOW_LEVEL,fpga,glasgow,2139,Python,https://github.com/GlasgowEmbedded/glasgow,Scots Army Knife for electronics,Шотландский армейский нож для электроники
ROBOTICS,robotics,RoboTwin,2138,Python,https://github.com/RoboTwin-Platform/RoboTwin,RoboTwin 2.0 Offical Repo,Официальный репозиторий RoboTwin 2.0
ROBOTICS,robotics,kiss-icp,2131,C++,https://github.com/PRBonn/kiss-icp,A LiDAR odometry pipeline that just works,"Конвейер одометрии LiDAR, который просто работает"
LOW_LEVEL,os,vinix,2128,V,https://github.com/vlang/vinix,"Vinix is an effort to write a modern, fast, and useful operating system in the V programming language","Vinix — это попытка написать современную, быструю и полезную операционную систему на языке программирования V."
ROBOTICS,robotics,mrpt,2120,C++,https://github.com/MRPT/mrpt,:zap: The Mobile Robot Programming Toolkit (MRPT),:zap: Набор инструментов для программирования мобильных роботов (MRPT)
LOW_LEVEL,os,maruos,2108,Multi,https://github.com/maruos/maruos,Your phone is your PC.,Ваш телефон — это ваш компьютер.
LOW_LEVEL,embedded,microzig,2107,Zig,https://github.com/ZigEmbeddedGroup/microzig,MicroZig is a toolbox for building embedded applications in Zig.,MicroZig — это набор инструментов для создания встроенных приложений в Zig.
LOW_LEVEL,embedded,AtomVM,2099,Erlang,https://github.com/atomvm/AtomVM,Tiny Erlang VM,Крошечный Эрланг VM
LOW_LEVEL,assembly,SGDK,2099,C,https://github.com/Stephane-D/SGDK,SGDK - A free and open development kit for the Sega Mega Drive,SGDK — бесплатный и открытый комплект разработки для Sega Mega Drive.
LOW_LEVEL,embedded,wasmi,2091,Rust,https://github.com/wasmi-labs/wasmi,Efficient and versatile WebAssembly interpreter for embedded systems.,Эффективный и универсальный интерпретатор WebAssembly для встраиваемых систем.
ROBOTICS,robotics,PromptCraft-Robotics,2090,Python,https://github.com/microsoft/PromptCraft-Robotics,Community for applying LLMs to robotics and a robot simulator with ChatGPT integration,Сообщество для применения программ LLM в робототехнике и симулятор роботов с интеграцией ChatGPT.
LOW_LEVEL,assembly,arl,2085,Python,https://github.com/kaxap/arl,lists of most popular repositories for most favoured programming languages (according to StackOverflow),списки самых популярных репозиториев для наиболее популярных языков программирования (по данным StackOverflow)
ROBOTICS,robotics,VLA-Adapter,2082,Python,https://github.com/OpenHelix-Team/VLA-Adapter,VLA-Adapter: An Effective Paradigm for Tiny-Scale Vision-Language-Action Model,VLA-адаптер: эффективная парадигма для миниатюрной модели «видение-язык-действие»
ROBOTICS,robotics,SplaTAM,2078,Python,https://github.com/spla-tam/SplaTAM,"SplaTAM: Splat, Track & Map 3D Gaussians for Dense RGB-D SLAM (CVPR 2024)","SplaTAM: Splat, Track & Map 3D Gaussian для плотного RGB-D SLAM (CVPR 2024)"
LOW_LEVEL,kernel,KubeArmor,2074,Go,https://github.com/kubearmor/KubeArmor,"Runtime Security Enforcement System. Workload hardening/sandboxing and implementing least-permissive policies made easy leveraging LSMs (LSM-BPF, AppArmor).","Система обеспечения безопасности во время выполнения. Усиление защиты рабочих нагрузок/песочница и внедрение наименее разрешительных политик упростили использование LSM (LSM-BPF, AppArmor)."
ROBOTICS,robotics,Kimera,2053,Multi,https://github.com/MIT-SPARK/Kimera,Index repo for Kimera code,Репозиторий индексов для кода Kimera
UAV,uav,GAAS,2051,C++,https://github.com/generalized-intelligence/GAAS,GAAS is an open-source program designed for fully autonomous VTOL(a.k.a flying cars) and drones. GAAS stands for Generalized Autonomy Aviation System. ,"GAAS — это программа с открытым исходным кодом, предназначенная для полностью автономных систем вертикального взлета и посадки (летающих автомобилей) и дронов. GAAS означает «Универсальная автономная авиационная система»."
LOW_LEVEL,assembly,PeachPy,2050,Python,https://github.com/Maratyszcza/PeachPy,x86-64 assembler embedded in Python,"Ассемблер x86-64, встроенный в Python"
ROBOTICS,robotics,openarm,2046,MDX,https://github.com/enactic/openarm,A fully open-source humanoid arm for physical AI research and deployment in contact-rich environments.,Гуманоидная рука с полностью открытым исходным кодом для исследования физического ИИ и его развертывания в средах с большим количеством контактов.
ROBOTICS,robotics,MonoGS,2032,Python,https://github.com/muskie82/MonoGS,[CVPR'24 Highlight & Best Demo Award] Gaussian Splatting SLAM,[Лучший момент CVPR'24 и награда за лучшее демо] Gaussian Splatting SLAM
LOW_LEVEL,embedded,mjs,2029,C,https://github.com/cesanta/mjs,Embedded JavaScript engine for C/C++,Встроенный движок JavaScript для C/C++.
LOW_LEVEL,assembly,awesome-lockfree,2029,Multi,https://github.com/rigtorp/awesome-lockfree,A collection of resources on wait-free and lock-free programming,Коллекция ресурсов по программированию без ожидания и блокировки.
ROBOTICS,autonomous-vehicles,Ultra-Fast-Lane-Detection,2029,Python,https://github.com/cfzd/Ultra-Fast-Lane-Detection,Ultra Fast Structure-aware Deep Lane Detection (ECCV 2020),Сверхбыстрое обнаружение глубоких полос движения с учетом структуры (ECCV 2020)
LOW_LEVEL,fpga,neorv32,2020,VHDL,https://github.com/stnolting/neorv32,"🖥️ A small, customizable and extensible MCU-class 32-bit RISC-V soft-core CPU and microcontroller-like SoC written in platform-independent VHDL.","🖥️ Небольшой, настраиваемый и расширяемый 32-битный процессор с программным ядром RISC-V класса MCU и SoC, подобный микроконтроллеру, написанный на независимом от платформы VHDL."
LOW_LEVEL,os,OpenDAN-Personal-AI-OS,2018,Python,https://github.com/fiatrete/OpenDAN-Personal-AI-OS,"OpenDAN is an open source Personal AI OS , which consolidates various AI modules in one place for your personal use.","OpenDAN — это персональная ОС AI с открытым исходным кодом, которая объединяет различные модули AI в одном месте для вашего личного использования."
LOW_LEVEL,kernel,cutile-python,2013,Python,https://github.com/NVIDIA/cutile-python,cuTile is a programming model for writing parallel kernels for NVIDIA GPUs,cuTile — модель программирования для написания параллельных ядер для графических процессоров NVIDIA.
ROBOTICS,robotics,theseus,2013,Python,https://github.com/facebookresearch/theseus,A library for differentiable nonlinear optimization,Библиотека для дифференцируемой нелинейной оптимизации
LOW_LEVEL,kernel,hidden,2010,C,https://github.com/JKornev/hidden,"🇺🇦 Windows driver with usermode interface which can hide processes, file-system and registry objects, protect processes and etc","🇺🇦 Драйвер Windows с интерфейсом пользовательского режима, который может скрывать процессы, объекты файловой системы и реестра, защищать процессы и т. д."
ROBOTICS,robotics,ompl,1999,C++,https://github.com/ompl/ompl,The Open Motion Planning Library (OMPL),Открытая библиотека планирования движения (OMPL)
LOW_LEVEL,os,Lakka-LibreELEC,1992,Makefile,https://github.com/libretro/Lakka-LibreELEC,Lakka is a lightweight Linux distribution that transforms a small computer into a full blown game console.,"Lakka — это легкий дистрибутив Linux, который превращает небольшой компьютер в полноценную игровую консоль."
